sentence,main_mountain,mentioned_mountains
"It lies six km south of Ghent Kangri (7,380 m) and ten km northwest of Saltoro Kangri (7,742 m).
Sherpi Kangri I is the higher, western summit at 7380 m.",sherpi kangri,"['saltoro kangri', 'ghent kangri', 'sherpi kangri']"
"Sherpi Kangri II at approximately 7100 m is further east.

See also
List of mountains in Pakistan
Gilgit–Baltistan
List of mountains in India
Ladakh

Notes
External links
Northern Pakistan detailed placemarks in Google Earth",sherpi kangri,['sherpi kangri']
Churen Himal (Nepali: चुरे हिमाल) is a mountain that is part of the Dhaulagiri massif.,churen himal,"['dhaulagiri', 'churen himal']"
"It has an elevation of 7,371 metres (24,183 ft).
It was first climbed by Kozo Hasegawa, and Ang Norbu Sherpa in 1970.

References
External links
Churen Himal at Nepal Himal Peak Profile",churen himal,['churen himal']
"Labuche Kang (or Lapche Kang, Lobuche Kang I, Choksiam) is a northern outlier of the Himalayas inside Tibet.",shishapangma,"['labuche kang', 'lobuche']"
It rises northwest of Rolwaling Himal and east of Shishapangma.,shishapangma,['shishapangma']
Kirat Chuli or Tent Peak is a mountain in the Himalayas.,kirat chuli,['kirat chuli']
"It lies on the border between Nepal and India.

Location
The peak is located at 7,365 m (24,163 ft) above sea level n the extreme northeast of Nepal and northwest of Sikkim.

Climbing history
The first ascent to the summit was made by Ernst Grob, Herbert Paidar, and Ludwig Schmaderer in 1939.

See also
Kirata
Kirata Kingdom
Kirati people
Kirat Mundhum


== References ==",kirat chuli,['dom']
"Skil Brum (Urdu: سکل برم), or Skilbrum, is a mountain in the Karakoram range in Gilgit–Baltistan, Pakistan, approximately 9 km (5 mi) west-southwest of K2.",broad peak,"['k2', 'skil brum']"
"It lies on the western side of the Godwin-Austen Glacier, roughly opposite Broad Peak.
In 1957, Marcus Schmuck and Fritz Wintersteller made a flash first ascent of Skil Brum, in pure Alpine style.",broad peak,"['broad peak', 'skil brum']"
"Starting from base camp of Broad Peak at 4,950 metres, they camped at 6,060 metres, made the summit the next day, then camped again at 6,060 metres",broad peak,['broad peak']
"Abi Gamin (also known as Ibi Gamin) is a Himalayan mountain peak mostly situated in the Chamoli district of Uttarakhand state in India, 2 km (1.2 mi) northeast of Kamet.",abi gamin,"['kamet', 'abi gamin']"
"Its summit is on the border with Tibet and its northern slope is in the Ngari Prefecture of Tibet.
Abi Gamin is located in the central Himalayas and at the culminating point of the Zaskar Range.",abi gamin,['abi gamin']
"Gimmigela Chuli, or The Twins, are two-peak mountains in the Himalayas, located on the border between Taplejung, Mechi, Nepal and Sikkim, India.

Location
It has an elevation of 7,350 m (24,110 ft) above sea level and prominence is at 432 m (1,417 ft).",gimmigela chuli,['gimmigela chuli']
"It is situated approximately 4.2 km (2.6 mi) NNE from Kangchenjunga.
The mountain has a subpeak, Gimmigela Chuli II 7,005 m (22,982 ft) metres; prominence is at 185 m (607 ft).",gimmigela chuli,"['kangchenjunga', 'gimmigela chuli']"
Saraghrar (Urdu: سراغرار) is the fourth-highest independent peak in the Hindu Kush.,saraghrar,['saraghrar']
"The entire Saraghrar massif is a huge, irregularly stretched plateau at elevation around 7,000 m (22,966 ft), lying above vertical granite and ice faces, which protect it all around.",saraghrar,['saraghrar']
"It is the west summit of a short ridge whose high point is Ultar Sar, also known as Bojohaghur Duanasir II (despite being higher).",ultar,['ultar']
"Chamlang is a mountain in the Nepalese Himalayas, near Makalu.",chamlang,"['makalu', 'chamlang']"
"Chamlang has an elevation of 7,319 metres (24,012 ft).

In 2021 a new, direct line up the sheer north face was climbed by two French mountain guides, Charles Dubouloz and Benjamin Vedrines.",chamlang,['chamlang']
Chongtar Kangri or Chongtar Peak is a mountain peak in the Xinjiang region of China.,k2,['chongtar kangri']
"Chongtar is situated about 10 km (6.2 mi) northwest of K2 and lies very near China's border with Pakistan.
It was first summited by Australian climber Greg Mortimer, in 1994.

See also
Geography of China


== References ==",k2,['k2']
"Baltoro Kangri (Urdu: بلتورو کنگری also known as the Golden Throne) is a mountain of the Karakoram mountain range in Gilgit-Baltistan, Pakistan.",baltoro kangri,['baltoro kangri']
"Baltoro Kangri is the 82nd highest mountain in the world with an elevation of 7,312 metres (23,990 ft).",baltoro kangri,['baltoro kangri']
"It lies to the south of the Gasherbrums and east of Chogolisa Peak (7,665 m).",baltoro kangri,['chogolisa']
The huge Baltoro Glacier (which is one of the largest glaciers outside polar regions) rises from the foot of Baltoro Kangri.,baltoro kangri,['baltoro kangri']
On the northern side of Baltoro Kangri lies the ,baltoro kangri,['baltoro kangri']
"Siguang Ri is a mountain in the Mahalangur Himalayas of Tibet, China.",siguang ri,['siguang ri']
"It is located approximately 6 kilometers NNE of Cho Oyu, the world's 6th highest mountain.
Siguang Ri has two significant subpeaks:
Siguang Ri Shar 28°09′N 86°43′E (6998m, Prominence = 398m)
Siguang Ri Northwest 28°10′N 86°39′E (6840m, Prominence = 340m)


== References ==",siguang ri,"['cho oyu', 'siguang ri']"
Summa Ri (also known as Summa Ri I & II) comprises two of the sub-peaks of Skil Brum in the Hindu Kush-Karakoram range.,summa ri,"['skil brum', 'summa ri']"
"It is on the border between Gilgit-Baltistan region of Pakistan-administered Kashmir and Xinjiang Autonomous Region in China.

Location
Summa Ri I has a height of 7,286 m (23,904 ft) and a prominence of 246 m (807 ft).",summa ri,['summa ri']
The summit is located 2.39 km northeast of the Skil Brum.,summa ri,['skil brum']
"The Crown broadly represents the state in all its aspects within the jurisprudence of the Commonwealth realms and their subdivisions (such as the Crown Dependencies, overseas territories, provinces, or states).",the crown,['the crown']
"The term can be used to refer to the office of the monarch or the monarchy as institutions; to the rule of law; or to the functions of executive (the Crown-in-council), legislative (the Crown-in-parliament), and judicial (the Crown on the bench) governance and the civil service.
The conce",the crown,['the crown']
"Gyala Peri (Chinese: 加拉白垒, Pinyin: Jiālābáilěi) is a 7,294-metre (23,930 ft) peak just beyond the eastern end of the Himalayas at the entrance to Tsangpo gorge.",namcha barwa,['gyala peri']
"It is part of Nyenchen Tanglha Shan, although it is sometimes included in Namcha Barwa Himal of the Himalayas.
Gyala Peri lies just north of the Great Bend of the Yarlung Tsangpo River, the main river of southeastern Tibet, which becomes the Brahmaputra in India.",namcha barwa,"['namcha barwa', 'gyala peri']"
"It is 22 kilometres (14 mi) NNW of the higher Namcha Barwa.

Notable featur",namcha barwa,['namcha barwa']
Porong Ri is a mountain in the Langtang region of the Himalayas.,porong ri,['porong ri']
"The peak is located in Tibet, China, at about one kilometre northeast of the Nepal border.
Porong Ri was first climbed in 1982 by a Japanese expedition team.

References
External links
Porong Ri on Peakery",porong ri,['porong ri']
"Baintha Brakk (Urdu: بائنتھا براک) or The Ogre is a steep, craggy mountain, 7,285 metres (23,901 ft) high, in the Panmah Muztagh, a subrange of the Karakoram mountain range.",baintha brakk,['baintha brakk']
"It is famous for being one of the hardest peaks in the world to climb: twenty-four years elapsed between the first ascent in 1977 and the second in 2001.

Location
Baintha Brakk rises above the north side of the Biafo Glacier, one of the major glaciers of the central Karakoram.",baintha brakk,['baintha brakk']
"Yutmaru Sar is a mountain in the Hispar mountain range, a subrange of the Karakoram.",yutmaru sar,['yutmaru sar']
Yutmaru Sar is located in the Gilgit-Baltistan region of Pakistan-administered Kashmir.,yutmaru sar,['yutmaru sar']
"K6 or K-6 may refer to:

Locations
K6 (mountain), a mountain in Pakistan
K6 pipe, a geological formation in Northern Alberta, Canada
K6, shorthand for ul.",k6,['k6']
"Konwiktorska 6, address of the General Kazimierz Sosnkowski Municipal Stadium in Warsaw, Poland

Transportation
HMS K6, a British submarine
USS K-6 (SS-37), a 1914 United States Navy K-class submarine
Ka 6, a glider manufactured by Alexander Schleicher GmbH & Co, Germany
K6, IATA code for Cambodia Angkor Air
K 6 (keelboat), sailboat class
K-6 ",k6,"['k6', 'olan']"
"Kangpenqing (also Gang Benchhen) is a mountain in the Himalayas of Tibet, China.",kangpenqing,['kangpenqing']
"Mana Peak (Hindi: मना पर्वत) is a mountain in India, and the 5th highest located entirely within the Uttarakhand.",mana peak,['mana peak']
Nanda Devi is the highest mountain in this category.,mana peak,['nanda devi']
"There are two known approaches to Mana Peak: one is the eastern approach through East Kamet glacier and the other is the southern approach through Nagthuni and Banke Kund glacier.
Mana Peak was first climbed solo in 1937 by Frank Smythe during his famous Valley of Flowers expedition.


== References ==",mana peak,"['kamet', 'mana peak']"
"Muztagh Tower (Urdu: مز تاغ ٹاور), also Mustagh Tower; Muztagh: icy mountain), is a mountain situated in Baltoro Muztagh, which is a segment of the Karakoram range.",muztagh tower,['muztagh tower']
"Muztagh Tower is located between the basins of the Baltoro and Sarpo Laggo glaciers.

Early prominence
The Mustagh Tower gained attention through a photograph captured by Vittorio Sella during the 1909 Italian expedi",muztagh tower,['muztagh tower']
"Diran (Urdu: دیرن) is a mountain in the  Karakoram range in Bagrot Valley, Gilgit-Baltistan, Pakistan.",diran,['diran']
"This 7,266-metre (23,839 ft), pyramid-shaped mountain lies to the east of Rakaposhi (7,788m).
Diran was first climbed in 1968 by three Austrians: Rainer Goeschl, Rudolph Pischinger and Hanns Schell.",diran,"['rakaposhi', 'diran', 'apo']"
Apsarasas Kangri is a mountain in the Siachen subrange of the Karakoram mountain range.,apsarasas kangri,['apsarasas kangri']
"Apsarasas Kangri is located within the broader Kashmir region disputed between India, Pakistan and China.",apsarasas kangri,['apsarasas kangri']
"Langtang Lirung is the highest peak of the Langtang Himal, which is a subrange of the Nepalese Himalayas, southwest of the Eight-thousander Shishapangma.",shishapangma,"['shishapangma', 'langtang lirung']"
"It is listed as the 99th highest mountain in the world.

Location
The Langtang Himal forms the western portion of a complex of mountains which also includes the Jugal Himal, home of Shishapangma.",shishapangma,['shishapangma']
This complex lies between the Sun Kosi valley on the east and the Trisuli Gandaki valley on the west.,shishapangma,['trisul']
"Langtang Lirung lies near the Trisuli Gandaki, a",shishapangma,"['langtang lirung', 'trisul']"
"Karjiang is a mountain in Tibet Autonomous Region, located near the Bhutan–Tibet border.",karjiang,['karjiang']
"The highest peak of the Karjiang group is Karjiang I or Karjiang South, with an elevation of 7,221 metres (23,691 ft); it was summitted on August 14, 2024, by Liu Yang and Song Yuancheng.",karjiang,['karjiang']
"Other peaks include Karjiang North (7196 m), Karjiang II/Central (7045 m), Karjiang III or Taptol Kangri (6820 m) and the top of the north-eastern shoulder (6400 m).

Attempts
In 1986, a Japanese expedition led by N.",karjiang,['karjiang']
"Annapurna South (Nepali: अन्नपूर्ण दक्षिण) is a mountain in the Annapurna Himal range of the Himalayas located in Nepal, and the 101st-highest mountain in the world.",annapurna,"['annapurna', 'annapurna south']"
It is the 5th highest peak of the Annapurna mountain range.,annapurna,['annapurna']
"The nearby mountain Hiunchuli is in fact an extension of Annapurna South.

First Ascent
The first ascent was achieved in 1964 by a six-person team from the Kyoto University Alpine Club.",annapurna,"['annapurna', 'annapurna south', 'hiunchuli']"
Khartaphu (also Kardapu) is a mountain in the Himalayas of Asia at the head of the Tibetan Kharta valley.,khartaphu,['khartaphu']
"The peak is located in Tibet Autonomous Region, China about 7 km (4.3 mi) northeast of Mount Everest.
Khartaphu has a moderately significant subpeak, Khartaphu West, also known as Xiangdong, 28°4′N 86°57′E located approximately 2.6 km (1.6 mi) west of Khartaphu (main) with an elevation of 7,018 m (23,025 f",khartaphu,"['mount everest', 'khartaphu']"
"Tongshanjiabu, also called Gyalbu Kangri, is a mountain in the Himalayas.

Location
At 7,207 metres (23,645 ft) tall, Tongshanjiabu is the 103rd tallest mountain in the world.",tongshanjiabu,['tongshanjiabu']
"The name ""Tongshanjiabu"" is indicated on a map from the Japanese Alpine News, May 2003, p.",tongshanjiabu,['tongshanjiabu']
"The region's highpoint is sometimes given as ""Teri Kang"", but this appears to be the name of a subsidiary top (Teri Kang).

Climbing history
Tongshanjiabu has nev",tongshanjiabu,"['tongshanjiabu', 'teri kang']"
Langtang Ri is a mountain in the Langtang Himal of the Himalayas.,langtang ri,['langtang ri']
"Located on the border between the Bagmati Zone of Nepal and Tibet, China, it is part of a group of high peaks that include Shishapangma (8,013 m) and Porong Ri (7,292 m).
Langtang Ri was first climbed on 10 October 1981 by a Japanese expedition.

See also
List of mountains in China
List of mountains in Nepal


== References ==",langtang ri,"['shishapangma', 'porong ri', 'langtang ri']"
