sentence,label
"ft), lies east Rakaposhi (7,788m). Diran first three Austrians: Rudolph Hanns Schell.",O O O B-MOUNTAIN O B-MOUNTAIN O O O O O O
Apsarasas Kangri mountain subrange range.,B-MOUNTAIN I-MOUNTAIN O O O
"Apsarasas Kangri broader Kashmir disputed India, China.",B-MOUNTAIN I-MOUNTAIN O O O O O
"Langtang Lirung peak Langtang Himalayas, southwest Eight-thousander Shishapangma.",B-MOUNTAIN I-MOUNTAIN O O O O O B-MOUNTAIN
listed highest mountain world. Langtang western complex includes home Shishapangma.,O O O O O O O O O B-MOUNTAIN
"Langtang Lirung near Gandaki,",B-MOUNTAIN I-MOUNTAIN O O
Karjiang mountain Autonomous located near,B-MOUNTAIN O O O O
"Karjiang group Karjiang Karjiang South, elevation 7,221 metres (23,691 2024, Yang Yuancheng.",B-MOUNTAIN O B-MOUNTAIN B-MOUNTAIN O O O O O O O O
include Karjiang (7196 Karjiang II/Central Karjiang III Taptol Kangri top shoulder (6400 Japanese expedition led,O B-MOUNTAIN O B-MOUNTAIN O B-MOUNTAIN O O O O O O O O O
Annapurna South अन्नपूर्ण Annapurna Himal Himalayas located 101st-highest mountain,B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN O O O O O
5th highest peak Annapurna,O O O B-MOUNTAIN
nearby mountain Hiunchuli fact Annapurna South. First Ascent ascent achieved six-person,O O B-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O O O O
Khartaphu (also mountain Asia head Tibetan,B-MOUNTAIN O O O O O
"Region, 7 (4.3 mi) northeast Mount Everest. Khartaphu moderately Khartaphu West, also 28°4′N 86°57′E 2.6 km (1.6 west Khartaphu elevation 7,018",O O O O O B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN O B-MOUNTAIN O O O O O O O O B-MOUNTAIN O O
"Tongshanjiabu, called Gyalbu mountain Himalayas. Location 7,207 tall, Tongshanjiabu world.",B-MOUNTAIN O O O O O O O B-MOUNTAIN O
"name ""Tongshanjiabu"" indicated map Alpine May",O B-MOUNTAIN O O O O
"region's highpoint ""Teri Kang"", subsidiary top (Teri Kang). Climbing Tongshanjiabu nev",O O B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN O
Langtang Ri mountain Langtang,B-MOUNTAIN I-MOUNTAIN O O
"Zone Tibet, China, part group peaks Shishapangma (8,013 Porong Ri (7,292 Langtang Ri first climbed 10 October expedition. mountains mountains == ==",O O O O O O B-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Kangphu Kang Shimokangri mountain,B-MOUNTAIN I-MOUNTAIN O O
"Singhi Kangri 7,202 (23,629 Karakoram",B-MOUNTAIN I-MOUNTAIN O O O
"first climbed expedition. See also mountains External links ""Singhi Kangri"" ""Singhi Kangri"".",O O O O O O O O B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN I-MOUNTAIN
Lupghar Sar mountain Shimshal Hunza Pakistan.,B-MOUNTAIN I-MOUNTAIN O O O O
part Momhil Sar cluster mountains elevation level.,O B-MOUNTAIN I-MOUNTAIN O O O O
"Lupghar Sar big History First 1979, German Gloggner reached Lupghar Sar First Solo Ascent: 7 July Austria",B-MOUNTAIN I-MOUNTAIN O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
"Gurja Himal गुर्जा हिमाल) Province, Nepal.",B-MOUNTAIN I-MOUNTAIN O O O O
"Gurja Himal part Dhaulagiri elevation 7,193 metres (23,599 mountain nine people disaster Nepal Mount Everest",B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN O O O O O O O O O B-MOUNTAIN I-MOUNTAIN
Gurja Himal first November expedition. References External,B-MOUNTAIN I-MOUNTAIN O O O O O
"Melungtse (Chinese: 门隆则峰; Tibetan: Jobo Garu; Chinese: English spelling: Rolwaling Himal peak summit ridge east summit, Melungtse II, 7,023m.",B-MOUNTAIN O O O O O O O O O O O O O O O B-MOUNTAIN O O
"faces make elevation suggest. Location Melungtse lies border, western ridge",O O O O O B-MOUNTAIN O O O O
"Liushi Shan 昆仑女神峰; nǚshén fēng), known Peak, mountain Kunlun Range",B-MOUNTAIN I-MOUNTAIN O O O O O O O O
"mountain border Xinjiang regions Liushi Shan elevation metres highest Kunlun Range. See also List Tibet Asia List mountains External ""Liushi Shan""",O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN
"Baruntse Khumbu eastern Nepal, crowned four peaks Hunku east Glacier,",B-MOUNTAIN O O O O O O O O O
Pumori Chinese: (or Pumo Ri) mountain border Himalayas.,B-MOUNTAIN O O O O O O O
Pumori lies kilometres Mount Everest.,B-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN
"Pumori, ""the Daughter"" Sherpa language, Mallory.",B-MOUNTAIN O O O O O
"Climbers sometimes Pumori ""Everest's",O O B-MOUNTAIN O
Mallory also Pumori popular cli,O O B-MOUNTAIN O O
Hardeol one major peaks Himalaya.,B-MOUNTAIN O O O O
"highest peak side Nanda Devi Sanctuary, lies corner",O O O B-MOUNTAIN I-MOUNTAIN O O O
"immediate north lies Trishuli, Rishi leading eventually Nanda Devi",O O O O O O O B-MOUNTAIN I-MOUNTAIN
Hardeol also known,B-MOUNTAIN O O
"Gasherbrum V برم ۔ mountain Gasherbrum Karakoram Gilgit–Baltistan, naming Gasherbrum remote group peaks end range Himalaya.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O
"massif three world's 8,000 (if Broad Peak).",O O O O O B-MOUNTAIN I-MOUNTAIN
"Ogre group, dominated Baintha Brakk.",O O O B-MOUNTAIN I-MOUNTAIN
Nemjung Himalayas Nepal.,B-MOUNTAIN O O
located approximately kilometres northwest Nepalese Kathmandu 25 Manaslu.,O O O O O O O B-MOUNTAIN
Udren Zom mountain range Pakistan.,B-MOUNTAIN I-MOUNTAIN O O O
Udren Zom Khyber province Pakistan. List mountains List Ultras Western ==,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Chaukhamba mountain Group Himalaya.,B-MOUNTAIN O O O
"summit, Chaukhamba highest peak",O B-MOUNTAIN O O
"state Uttarakhand, Hindu town Chaukhamba along ridge, ranging elevation 7,138 metres ft) 6,854 (22,487 average",O O O O B-MOUNTAIN O O O O O O O O O O
Nun Kun massif Himalayan Jammu Kashmir Ladakh northern,B-MOUNTAIN I-MOUNTAIN O O O O O O
Tilicho Peak mountain near Annapurna.,B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN
first seen 1950 members 1950 French Annapurna find Annapurna I. Lake northern peak. ascent French climber Emanuel using,O O O O O O B-MOUNTAIN O B-MOUNTAIN O O O O O O O O O
"Gaurishankar Gauri Sankar Shankar; Nepali: Sherpa: Tseringma), mountain Nepal Himalayas, Rolwaling Melungtse (7,181",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O B-MOUNTAIN O
"Lenin Peak Sina (Avicenna) Peak Ленин Чокусу, romanized: Lenin Choqusu, Russian: Ленина, romanized: Pik Lenina; Tajik: Lenin, ибни Сино ibni 2006), rises 7,134 metres (GBAO) border, point",B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O O O O O O
"Bularung Sar بلرنگ 7,200 Karakoram mountains range, Gilgit-Baltistan, Pakistan.",B-MOUNTAIN I-MOUNTAIN O O O O O O O
"belongs called Hispar Muztagh, peaks, Distaghil Sar Trivor.",O O O O O B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN
application programming (API) connection computers,O O B-MOUNTAIN O O
describes build interface called API,O O O O B-MOUNTAIN
system meets implement expose API.,O O O O B-MOUNTAIN
API may refer either contrast whi,B-MOUNTAIN O O O O O
"Teri Kang mountain located 7,124 Bhutan. Due low prominence Teri Kang considered",B-MOUNTAIN I-MOUNTAIN O O O O O O O B-MOUNTAIN I-MOUNTAIN O
"Tongshanjiabu, independent mountain.",B-MOUNTAIN O O
"north flanks drained Climbing history According Himalayan Index, climbed Teri Kang References ==",O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O O
Pauhunri mountain Himalayas.,B-MOUNTAIN O O
"located Sikkim, situated 75 km Kangchenjunga.",O O O O O B-MOUNTAIN
"origin First ascent Pauhunri elevation metres 1911 mountaineer, Alexander Mitchell Kellas, two Sherpas brother"".",O O O B-MOUNTAIN O O O O O O O O O O
"time, revealed later made Pauhunri h",O O O O B-MOUNTAIN O
"Indian English|date=July 2015}} Trisul group western Kumaun, (Trisul reaching 7120m.",O O O B-MOUNTAIN O O O B-MOUNTAIN O O
"Trishul group southwest corner peaks Nanda Devi Sanctuary, (9 mi) Nanda Devi",O O O O O B-MOUNTAIN I-MOUNTAIN O O O B-MOUNTAIN I-MOUNTAIN
"main Trisul I, peak 7,000 (22,970",O B-MOUNTAIN O O O O
"Lunpo Gangri, known Himalayan mountain Autonomous Region,",B-MOUNTAIN I-MOUNTAIN O O O O O
"Kailash Range Mount Kailash considered four religions: Hinduism, Buddhism, See also Geography Tibet List mountains Asia List",O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
Satopanth (7084m) prominent peaks Garhwal within Indian,B-MOUNTAIN O O O O O O
also highest peak National Park. Satopanth mountain Gangotri Garhwal,O O O O O B-MOUNTAIN O O O
"Tirsuli Himalayan peak Uttarakhand, India.",B-MOUNTAIN O O O O
"part complex mountains, Tirsuli Hardeol, Dunagiri, Kalanka, northeast wall Nanda Devi Garhwal",O O O B-MOUNTAIN B-MOUNTAIN B-MOUNTAIN O O O B-MOUNTAIN I-MOUNTAIN O
"confused nearby Trisul, southwest Sanctuary. thi",O O B-MOUNTAIN O O O
Dunagiri area Almora Uttarakhand India.,B-MOUNTAIN O O O O
"Dunagiri known modern-day due Mahasaya initiated Kriya Mahavatar site. 400 mi) Delhi, small villages forms place Dunagiri, Drongiri",B-MOUNTAIN O O O O O O O O O O O O O O O B-MOUNTAIN O
"Kangto Kanggardo Rize) 7,090 ft) Himalayas located Indian Pradesh shares Tibet China.",B-MOUNTAIN O O O O O O O O O O O
area Kangto located lies East Kameng,O B-MOUNTAIN O O O O
"Chinese side, Shannan Tibet. Kangto source Pachuk river,",O O O O B-MOUNTAIN O O O
"Chomolhari Kang 卓木拉日康峰; pinyin: Zhuōmùlārì Himalayas Gasa District, Bhutan China.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O
"Salasungo (also known Ganesh Ganesh SE, Sangjing Tsala Kang peak border Nepal Tibet Salasungo, lie Burhi Gandaki valleys, northwest",B-MOUNTAIN O O O O O O O O O O O O B-MOUNTAIN O O O O O
Salasungo 6 km (Ganesh I).,B-MOUNTAIN O O O O
"""Salasungo"" often used refer located west, NW. Nomenclature altitud",B-MOUNTAIN O O O O O O O O
Link Sar mountain located range Charakusa Glacier.,B-MOUNTAIN I-MOUNTAIN O O O O O
lies horseshoe K6 K7 Climbing history steep protected significant snow Link Sar one 2019. First attempts Japanese teams mid-1970s.,O O B-MOUNTAIN B-MOUNTAIN O O O O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O
"Kezhen Peak, also known Karpogo mountain",B-MOUNTAIN I-MOUNTAIN O O O O
"located Region China. Kezhen Peak elevation metres (23,091 ft) prominence (5,177 prominent peak. See List Ultras Western Himalayas",O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O
Shah Dhar (Dari/Pashto/Urdu: شاہ Hindu mountains.,B-MOUNTAIN I-MOUNTAIN O O O O
Shah Dhar distance 337 km also mountains elevation Ultras Kush References ==,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
"Saipal Bajhang district Nepal. Api, Nampa Saipal high located Nepal.",B-MOUNTAIN O O O B-MOUNTAIN O B-MOUNTAIN O O O
"Padmanabh peak 7,030 (23,060 level eastern part Karakoram. Location peak located",B-MOUNTAIN O O O O O O O O O O
"Spantik, known Golden Peak, mountain subrange",B-MOUNTAIN O O O O O
northwest face Spantik dominated yellow marble face 300,O O B-MOUNTAIN O O O O O
Khan Tengri mountain range Asia.,B-MOUNTAIN I-MOUNTAIN O O O
"reason, mountaineering including Soviet Leopard criteria, peak. Khan Tengri mountain Tian surpassed Jengish Chokusu",O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O B-MOUNTAIN I-MOUNTAIN
"Machapuchare, Machhapuchhre (from माछापुच्छ्रे क्लिको), mountain Annapurna Gandaki Province, north-central",B-MOUNTAIN O O O O O B-MOUNTAIN O O O
"peak climbed impossibility gaining permit Nepal. Machapuchare long south Annapurna massif, forms eastern boundary Annapurna Sanc",O O O O O O B-MOUNTAIN O O B-MOUNTAIN O O O O B-MOUNTAIN O
"Laila Peak Arundu Chogolungma 6,985 metres ft) high.",B-MOUNTAIN I-MOUNTAIN O O O O O O
Kang Guru mountain Gandaki Province.,B-MOUNTAIN I-MOUNTAIN O O O
range lies Himal (including Manaslu) Annapurnas. accident mountain notable worst avalanche accidents,O O O O B-MOUNTAIN O O O O O O O
"Gasherbrum VI (Urdu: برم ۔ also known mountain range Gilgit–Baltistan, Pakistan.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Karun Kuh (Urdu: located Shimshal valley range Asia.,B-MOUNTAIN I-MOUNTAIN O O O O O O
"Lenin Peak (Avicenna) Peak Чокусу, Choqusu, Russian: Ленина, romanized: Pik Lenina; qulla‘i Lenin/qullaji Lenin, renamed қуллаи ибни Сино (qulla‘i ibni Sino) ft) Gorno-Badakhshan (GBAO) second-highest point countries.",B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O O O O O O O O O
"Ulugh Muztagh Ulugh muz tag) (simplified Chinese: 乌鲁木孜塔格; Chinese: 烏魯木孜塔格; pinyin: Muztag Feng 木孜塔格峰; Mùzītǎgé Fēng), mountain",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O O
Aconcagua (Spanish pronunciation: [akoŋˈkaɣwa]) Principal mountain Mendoza,B-MOUNTAIN O O O O O O
Sangemarmar Sar Sangemar Mar pyramidal Batura end spur ridge running southwest Pasu,B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
"lies Glacier, Shispare Hasanabad) east. lower elevation many surrounding Batura Sar Rakaposhi, Sangemarmar Sar one successful",O O B-MOUNTAIN O O O O O O B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN B-MOUNTAIN I-MOUNTAIN O O
"K7, K07 may to: K7 (mountain), mountain Karakoram Pakistan (Kansas highway), state Fictional locations Space Station K7, space station episodes Trouble Tribbles"" People K7 (musician) (born 1967), rapper Kronprinsens husarregemente, Swedish Army !K7,",B-MOUNTAIN O O O B-MOUNTAIN O O O O O O O O O O O B-MOUNTAIN O O O O O O B-MOUNTAIN O O O O O O O O B-MOUNTAIN
first (Panchchuli 1) done,O B-MOUNTAIN O O
Thalay Sagar mountain peaks western main ridge south Glacier.,B-MOUNTAIN I-MOUNTAIN O O O O O O O
Lunkho e Dosare mountain mountains.,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O
"Lunag Ri mountain Himalayas. 6,895 metres Lunag Ri located Himalayan border Nepal Tibet.",B-MOUNTAIN I-MOUNTAIN O O O O B-MOUNTAIN I-MOUNTAIN O O O O O
"Lunag Ri km (7.3 Cho Oyu (8,188 ft)).",B-MOUNTAIN I-MOUNTAIN O O B-MOUNTAIN I-MOUNTAIN O O
"(6,778 (22,238 ft)) forms secondary Lunag Ri.",O O O O O B-MOUNTAIN I-MOUNTAIN
southern Lunag Ri runs Lunag,O B-MOUNTAIN I-MOUNTAIN O O
Ojos del Salado dormant complex Andes Argentina–Chile,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O
"Ojos del Salado consist several lava domes, sparse ice cover.",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O O
Siniolchu tallest mountains Sikkim.,B-MOUNTAIN O O O
lake Kangchenjunga. Climbing history first scaled German Karl Adi Göttner.,O B-MOUNTAIN O O O O O O O O
"Kanjiroba कान्जिरोबा) mountain District Location summit elevation 6,883 sea level, highest Kanjiroba Himal, subrange history University principal Patrasi Himal first time. See mountains Nepal Ultras External",B-MOUNTAIN O O O O O O O O O O B-MOUNTAIN O O O O O O O O O O O O O O
"Bairiga Rì Gä) pinyin: Ruò Fēng) (6,882 Kangri Garpo Range southeast Autonomous Region.",B-MOUNTAIN O O O O O O O O O O O O
"Bairiga remains unclimbed photographed first 1933 botanist explorer Kingdon-Ward,",B-MOUNTAIN O O O O O O O O
"Koyo Zom (Urdu: زوم) highest peak Raj (22,546 ft).",B-MOUNTAIN I-MOUNTAIN O O O O O O O
mountain range sits Hindu east. Koyo Zom boundary Upper Chitral District,O O O O O B-MOUNTAIN I-MOUNTAIN O O O O
Nanda Kot ( Kumaoni-नन्दा mountain peak range Pithoragarh India.,B-MOUNTAIN I-MOUNTAIN O O O O O O O
lies ring peaks Nanda Devi kilometres mi) southeast Nanda Devi itself.,O O O B-MOUNTAIN I-MOUNTAIN O O O B-MOUNTAIN I-MOUNTAIN O
"name Nanda Kot literally ""Nanda's refers abode Hindu legend made amongst mountains",O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Kubi Gangri Himalayas Asia.,B-MOUNTAIN I-MOUNTAIN O O
"6,859 meters sea level border Tibet, See China Nepal Ultras References External links ""Kubi Gangri, Nepal/China""",O O O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN O
"Angel Sar also (Urdu: اینجل 6,802-metre (22,316 mountain range Gilgit–Baltistan, Pakistan.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
"peak ridge K2, second Earth.",O O B-MOUNTAIN O O
"Bhagirathi Parbat I highest Massif Garhwal Himalayas Uttarakhand, India.",B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O O
Jethi Bahurani mountain Himalayas,B-MOUNTAIN I-MOUNTAIN O O
"Located Darchula District, summit elevation meters List mountains Ultras Himalayas External ""Jethi Bahurani,",O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN
Chongra Peak (Urdu: چونگرا Himalaya range,B-MOUNTAIN I-MOUNTAIN O O O O
"one subsidiary summits Nanga Parbat massif. peak Indus River,",O O O B-MOUNTAIN I-MOUNTAIN O O O O
far Karakoram Layout mountain Nanga Parbat Nanga Parbat long trending southwest–northeast.,O O O O B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN I-MOUNTAIN O O O
"Chomo Yummo (Chinese: pinyin: Zhuōmù 6,829 (22,405 ft) Sikkim China. Chomo means ""goddess"" Tibetan. sherpas summit",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O
Chomo Yummo sometime much Scottish Alexander sherpas. See Lhari Chomo Lonzo Chomolungma Chomolhari Kang References ==,B-MOUNTAIN I-MOUNTAIN O O O O O O O B-MOUNTAIN I-MOUNTAIN O B-MOUNTAIN I-MOUNTAIN O O
"Reo Purgyil, Leo Pargial Pargil, mountain southern end Western",B-MOUNTAIN I-MOUNTAIN O O O O O O O
"located border 6,816 Reo Purgyil mountain peak state Himachal Pradesh Kinnaur",O O O B-MOUNTAIN I-MOUNTAIN O O O O O O
"Ama Dablam Himalayan range Koshi Province,",B-MOUNTAIN I-MOUNTAIN O O O O
"Ama Dablam means necklace""; like arms child, hanging thought containing pictures gods, Sherpa women.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O
several Ama Dablam eastern sky,O B-MOUNTAIN I-MOUNTAIN O O
"Monte Pissis extinct volcano border Argentina, 25 km (16 east (340 north Aconcagua.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O B-MOUNTAIN
mountain third-highest Hemisphere. Monte Pissis named José Amadeo French Chilean location Atacama dry conditions features,O O O B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O
Kangtega known also Snow peak Himalayas Nepal.,B-MOUNTAIN O O O O O O
"first ascended Valley areas, Mount Kangtega earning name ascents Northeast Buttress, FA Jay Mark Reason Paul 'Wally' Oct 22–29. == References",O O O O O B-MOUNTAIN O O O O O O O O O O O O O O O
Biarchedi (Urdu: بیارچیڈی) peak south Pakistan.,B-MOUNTAIN O O O O O
"Masherbrum m) Mitre Peak (6,010 m).",O O B-MOUNTAIN I-MOUNTAIN O O
Biarchedi flows north Baltoro Glacier. See Northern References links Northern Archived 2012-02-04 Wayback,B-MOUNTAIN O O O O O O O O O O O O
Cerro Bonete mountain north province provincial border,B-MOUNTAIN I-MOUNTAIN O O O O O
"level, fifth-highest mountain Americas (after Aconcagua, Ojos del Salado, Monte Pissis, Huascaran).",O O O O O B-MOUNTAIN B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN B-MOUNTAIN I-MOUNTAIN O
"data disproves claim summit Within 3.5 million years, Cerro Bonete lava dacite rhyodacite",O O O O O O O O B-MOUNTAIN I-MOUNTAIN O O O
Nevado Tres Cruces Andes border Argentina Chile.,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O
"Kawa Garbo Khawa Karpo ZYPY: Kawagarbo; also Khawakarpo, Kawagarbo, Karpo Kha-Kar-Po), residents pilgrims, Kawagebo mountain Chinese",O O O O O B-MOUNTAIN O O B-MOUNTAIN O O O O O O O
Llullaillaco pronunciation: [ʎuʎajˈʎako]) dormant border (Salta Region).,B-MOUNTAIN O O O O O O
Cho Polu mountain eastern Nepal.,B-MOUNTAIN I-MOUNTAIN O O O
Num Ri Baruntse Imja Tse (a popular trekking peak) immediately west. Climbing history lists first Mountain Alpine Journal 1955.,B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O
Kangju Kangri mountain Range Asia located India.,B-MOUNTAIN I-MOUNTAIN O O O O O
"Kangju Kangri tri-headed Pangong Lake also List Ultras Tibet, East Asia neighbouring areas ""Kangju Kangri,",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O B-MOUNTAIN I-MOUNTAIN
Changla mountain Asia.,B-MOUNTAIN O O
Cerro Mercedario peak Cordillera range eighth-highest Andes.,O B-MOUNTAIN O O O O O
"100 km north Aconcagua, Argentine province Juan. first Adam Wiktor members Polish andinist Jodko-Narkiewicz.",O O O B-MOUNTAIN O O O O O O O O O O
"Mount Pandim Himalayan Sikkim, India.",B-MOUNTAIN I-MOUNTAIN O O O
Num Ri region Nepalese Himalayas.,B-MOUNTAIN I-MOUNTAIN O O O
Num Ri long eastwards pyramid summit.,B-MOUNTAIN I-MOUNTAIN O O O O
Neighbouring mountains Island Baruntse Cho Polu. Num Ri first November Olaf References External Expedition Website (in German),O O O B-MOUNTAIN B-MOUNTAIN I-MOUNTAIN B-MOUNTAIN I-MOUNTAIN O O O O O O O O O
Lungser Kangri mountain located,B-MOUNTAIN I-MOUNTAIN O O
Meru Peak located Garhwal Uttarakhand India.,B-MOUNTAIN I-MOUNTAIN O O O O
ft) lies Thalay Sagar highly challenging routes.,O O B-MOUNTAIN I-MOUNTAIN O O O
Gul Lasht Zom snowy easily visible vantage Tirich,B-MOUNTAIN I-MOUNTAIN I-MOUNTAIN O O O O O
"Khumbutse ཁུམ་བུ་རྩེ།, bu rtse; 孔布則峰; pinyin: Kǒngbùzé fēng; खुम्बुत्से) west Mount Everest.",B-MOUNTAIN O O O O O O O O O B-MOUNTAIN I-MOUNTAIN
"Mount Kailash Kailasa; Rinpoche; Tibetan: 冈仁波齐峰; traditional Chinese: 岡仁波齊峰; pinyin: कैलास, IAST: mountain Prefecture, Region China.",B-MOUNTAIN I-MOUNTAIN O O O O O O O O O O O O O O
